item_type,title,creators,first_name,last_name,ean_isbn13,upc_isbn10,description,publisher,publish_date,group,tags,notes,price,length,number_of_discs,number_of_players,age_group,ensemble,aspect_ratio,esrb,rating,review,review_date,status,began,completed,added,copies
book,"The Novel of the Century","David Bellos",David,Bellos,9780241954478,0241954479,"'Never mind those self-help manuals urging that some classic novel may change your life; in this sparkling study of the birth, growth and afterlife of Hugo's evergreen blockbuster, David Bellos argues that Les Misérables already has' Boyd Tonkin, Economist 'Any reader who hasn't yet embarked on Hugo's book might be converted to the idea by this one' Daniel Hahn, Spectator The extraordinary story of how a simple tale of love and revolution, the poor and the downtrodden - Victor Hugo's beloved classic Les Misérables - conquered the world. There has never been a book like it. It is the most widely read and frequently adapted story of all time, on stage and on film. But why is Les Misérables the novel of the century? David Bellos's remarkable new book brings to life the extraordinary story of how Hugo managed to write his epic novel despite a revolution, a coup d'état and political exile; how he pulled off the deal of the century to get it published, and set it on course to become the novel that epitomizes the grand sweep of history in the nineteenth century. Packed full of information about the background and design of Les Misérables, this biography of a masterpiece nonetheless insists that the moral and social message of Hugo's ever-popular novel is just as important for our century as it was for its own. The Novel of the Century is a book as rich, remarkable and long-lasting as the novel at its heart. Les Misérables is available as a Penguin Classic, in an acclaimed new translation by Christine Donougher, with an introduction by Robert Tombs.","Penguin Books, Limited",2018-03-01,,,,,336,,,,,,,,,,,,,2020-06-22,1
book,Energy,"Richard Rhodes",Richard,Rhodes,9781501105364,1501105361,"A ""meticulously researched"" (The New York Times Book Review) examination of energy transitions over time and an exploration of the current challenges presented by global warming, a surging world population, and renewable energy--from Pulitzer Prize- and National Book Award-winning author Richard Rhodes. People have lived and died, businesses have prospered and failed, and nations have risen to world power and declined, all over energy challenges. Through an unforgettable cast of characters, Pulitzer Prize-winning author Richard Rhodes explains how wood gave way to coal and coal made room for oil, as we now turn to natural gas, nuclear power, and renewable energy. ""Entertaining and informative...a powerful look at the importance of science"" (NPR.org), Rhodes looks back on five centuries of progress, through such influential figures as Queen Elizabeth I, King James I, Benjamin Franklin, Herman Melville, John D. Rockefeller, and Henry Ford. In his ""magisterial history...a tour de force of popular science"" (Kirkus Reviews, starred review), Rhodes shows how breakthroughs in energy production occurred; from animal and waterpower to the steam engine, from internal-combustion to the electric motor. He looks at the current energy landscape, with a focus on how wind energy is competing for dominance with cast supplies of coal and natural gas. He also addresses the specter of global warming, and a population hurtling towards ten billion by 2100. Human beings have confronted the problem of how to draw energy from raw material since the beginning of time. Each invention, each discovery, each adaptation brought further challenges, and through such transformations, we arrived at where we are today. ""A beautifully written, often inspiring saga of ingenuity and progress...Energy brings facts, context, and clarity to a key, often contentious subject"" (Booklist, starred review).","Simon &amp; Schuster, Limited",2019-06-27,,,,,480,,,,,,,,,,,,,2020-06-22,1
book,"The Language of Cities","Deyan Sudjic",Deyan,Sudjic,9780141980591,0141980591,"Most of us now live in cities. But what makes a city? Is it a place - or an idea? How should we define the city as it evolves today? Deyan Sudjic, Director of the Design Museum, decodes the underlying forces that shape the urban spaces around us, from their buildings to their names, from the power of crowds to why being a Londoner, New Yorker or Muscovite can offer a sense of identity greater than any other.","Penguin Books, Limited",2017-07-06,,,,,240,,,,,,,,,,,,,2020-08-06,1
book,"Human Diversity","Charles Murray",Charles,Murray,9781538744017,1538744015,"All people are equal but, as Human Diversity explores, all groups of people are not the same -- a fascinating investigation of the genetics and neuroscience of human differences. The thesis of Human Diversity is that advances in genetics and neuroscience are overthrowing an intellectual orthodoxy that has ruled the social sciences for decades. The core of the orthodoxy consists of three dogmas: - Gender is a social construct. - Race is a social construct. - Class is a function of privilege. The problem is that all three dogmas are half-truths. They have stifled progress in understanding the rich texture that biology adds to our understanding of the social, political, and economic worlds we live in. It is not a story to be feared. ""There are no monsters in the closet,"" Murray writes, ""no dread doors we must fear opening."" But it is a story that needs telling. Human Diversity does so without sensationalism, drawing on the most authoritative scientific findings, celebrating both our many differences and our common humanity.","Grand Central Publishing",2020-01-28,,,,,528,,,,,,,,,,,,,2020-08-06,1
book,"Digital Minimalism: On Living Better with Less Technology","Cal Newport",Cal,Newport,9780241341131,0241341132,,"Portfolio Penguin",2019-02-07,,,,,304,,,,,,,,,,,,,2020-08-06,1
book,"Geek Love (Abacus Books)","Katherine Dunn",Katherine,Dunn,9780349100869,0349100861,"Geek Love A story which mixes tenderness, terror, suspense and dark comedy. It is told by Olympia Binewski, a bald albino hunchback dwarf and members of the American carnival family. Al and Lil, proprietors of Binewski&#039;s Fabulon, hit upon the idea of breeding their own freak show. Full description",Abacus,1990-11-01,,,,,400,,,,,,,,,,,,,2020-08-06,1
book,"Draft No. 4","John McPhee",John,McPhee,9780374537975,0374537976,,"Farrar, Straus and Giroux",2018-10-01,,,,,208,,,,,,,,,,,,,2020-08-06,1
book,"Code: The Hidden Language of Computer Hardware and Software","Charles Petzold",Charles,Petzold,9780735611313,0735611319,"Paperback. Pub Date: December 2000 Pages: 388 Publisher: Microsoft Press What do flashLights the itish invasion Black Cats the and seesaws have to do with Computers In Code they show us the ingenious ways we Manipulate language and Invent new means of communicating with each other. And through CODE. we see how this ingenuit","Microsoft Press",2000-10-21,,,,,395,,,,,,,,,,,,,2020-08-06,1
book,"Picasso and Truth: From Cubism to Guernica (The A.W. Mellon Lectures in the Fine Arts)","T. J. Clark",T.,Clark,9780691157412,0691157413,,"Princeton University Press",2013-05-26,,,,,344,,,,,,,,,,,,,2020-08-06,1
book,"Levels of the Game","John McPhee",John,McPhee,9780374515263,0374515263,"Levels of the Game This account of a tennis match played by Arthur Ashe against Clark Graebner at Forest Hills in 1968 begins with the ball rising into the air for the initial serve and ends with the final point. McPhee provides a brilliant, stroke-by-stroke description while examining the backgrounds and attitudes which have molded the players&#039; games. Full description","Farrar Straus Giroux",,,,,,160,,,,,,,,,,,,,2020-08-06,1
book,"Softwar: An Intimate Portrait of Larry Ellison and Oracle","Matthew Symonds",Matthew,Symonds,9780743225052,0743225058,"In a business where great risks, huge fortunes, and even bigger egos are common, Larry Ellison stands out as one of the most outspoken, driven, and daring leaders of the software industry. The company he cofounded and runs, Oracle, is the number one business software company. Perhaps even more than Microsoft's, Oracle's products are essential to today's networked world. In ""Softwar, "" journalist Matthew Symonds gives readers exclusive and intimate insight into both Oracle and the man who made it and runs it. As well as relating the story of Oracle's often bumpy path to industry dominance, Symonds deals with the private side of Ellison's life. With unlimited insider access granted by Ellison himself, Symonds captures the intensity and, some would say, the recklessness that have made Ellison a legend. With a new and expanded epilogue for the paperback edition that tells the story behind Oracle's epic struggle to win control of PeopleSoft, ""Softwar"" is the most complete portrait undertaken of the man and his empire -- a unique and gripping account of both the way the computing industry really works and an extraordinary life.","Simon &amp; Schuster",2004-09-07,,,,,536,,,,,,,,,,,,,2020-08-06,1
book,"The Infinite Machine","Camila Russo",Camila,Russo,9780062886149,0062886142,"Written with the verve of such works as The Big Short, The History of the Future, and The Spider Network, here is the fascinating, true story of the rise of Ethereum, the second-biggest digital asset in the world, the growth of cryptocurrency, and the future of the internet as we know it. Everyone has heard of Bitcoin, but few know about the second largest cryptocurrency, Ethereum, which has been heralded as the ""next internet."" The story of Ethereum begins with Vitalik Buterin, a supremely gifted nineteen-year-old autodidact who saw the promise of blockchain when the technology was in its earliest stages. He convinced a crack  group of coders to join him in his quest to make a super-charged, global computer. The Infinite Machine introduces Vitalik's ingenious idea and unfolds Ethereum's chaotic beginnings. It then explores the brilliant innovation and reckless greed the platform--an infinitely adaptable foundation for experimentation and new applications--has unleashed and the consequences that resulted as the frenzy surrounding it grew: increased regulatory scrutiny, incipient Wall Street interest, and the founding team's effort to get the Ethereum platform to scale so it can eventually be  accessible to the masses. Financial journalist and cryptocurrency expert Camila Russo details the wild and often hapless adventures of a team of hippy-anarchists, reluctantly led by an ambivalent visionary, and lays out how this new foundation for the internet will spur both transformation and fraud--turning some into millionaires and others into felons--and revolutionize our ideas about money.","HarperCollins Publishers",2020-07-14,,,,,352,,,,,,,,,,,,,2020-08-06,1
book,"The Uncertainty Mindset","Vaughn Tan",Vaughn,Tan,9780231196895,023119689X,"Innovation is how businesses stay ahead of the competition and adapt to market conditions that change in unpredictable and uncertain ways. In the first decade of the twenty-first century, high-end cuisine underwent a profound transformation. Once an industry that prioritized consistency and reliability, it turned into one where constant change was a competitive necessity. A top restaurant's reputation and success have become so closely bound up with its ability to innovate that a new organizational form, the culinary research and development team, has emerged. The best of these R&amp;D teams continually expand the frontiers of food--they invent a constant stream of new dishes, new cooking processes and methods, and even new ways of experiencing food. How do they achieve this nonstop novelty? And what can culinary research and development teach us about how organizations innovate? Vaughn Tan opens up the black box of elite culinary R&amp;D to provide essential insights. Drawing on years of unprecedented access to the best and most influential culinary R&amp;D teams in the world, he reveals how they exemplify what he calls the uncertainty mindset. Such a mindset intentionally incorporates uncertainty into organization design rather than simply trying to reduce risk. It changes how organizations hire, set goals, and motivate team members and leads organizations to work in highly unconventional ways. A revelatory look at the R&amp;D kitchen, The Uncertainty Mindset upends conventional wisdom about how to organize for innovation and offers practical insights for businesses trying to become innovative and adaptable.","Columbia University Press",2020-07-17,,,,,272,,,,,,,,,,,,,2020-08-06,1
book,Brick,"James W. P. Campbell, Will Pryce",James,Campbell,9780500343197,0500343195,"This totally original architecture book - the first ever comprehensive study of brick - follows the story of brick from 5,000 bc to its use in building today, via the vast baths and basilicas of ancient Rome, through the wonders of Gothic brick in Germany, the majestic temples of Pagan and Mughal mosques in Iran, to its modern revival. Marvellously illustrated with spectacular, specially-taken photographs, Brick is at once an historical account of how bricks have been employed by architects of every period, a technical survey of brickmaking and bricklaying, and an essay in architectural and cultural history. The authors have applied their expert visual and technical knowledge to more than one hundred themes, from bricks in ancient Egypt to their distinctive use by such modern masters as Louis Kahn, Alvar Aalto and Renzo Piano. Great works of engineering - viaducts, tunnels and bridges - are given prominence alongside great cathedrals and country houses, temples and mosques, testifying to the incredible versatility and importance of bricks and brickwork.","Thames &amp; Hudson",2016-02-03,,,,,320,,,,,,,,,,,,,2020-08-06,1
book,"Inside Story","Martin Amis",Martin,Amis,9781787332751,1787332756,"'Warm, generous and deeply moving ... up there with Money and London Fields as the finest work he's produced.' Observer This extraordinary novel gives the reader the heart-to-heart testimony of one of our finest writers - a wonder of literary invention and a boisterous modern classic. His most intimate and epic work to date, Inside Story is the portrait of Martin Amis' extraordinary life, as a man and a writer. This novel had its birth in a death - that of the author's closest friend, Christopher Hitchens. We also encounter the vibrant characters who have helped define Martin Amis, from his father Kingsley, to his hero Saul Bellow, from Philip Larkin to Iris Murdoch and Elizabeth Jane Howard, and to the person who captivated his twenties, the alluringly amoral Phoebe Phelps. What begins as a thrilling tale of romantic entanglements, family and friendship, evolves into a tender, witty exploration of the hardest questions: how to live, how to grieve, and how to die? In his search for answers, Amis surveys the great horrors of the twentieth century, and the still unfolding impact of the 9/11 attacks on the twenty-first - and shares all he has learned on how to write. The result is one of Amis' greatest achievements: a love letter to life that is at once exuberant, meditative, heartbreaking and ebullient, to be savoured and cherished for many years to come. 'Consistently intelligent and compulsively readable ... [Amis] applies his insight and curiosity as a novelist to this stylish and genuine account of his development as a writer. The result reaches the heights of his finest work.' Publishers Weekly *STARRED REVIEW*","Penguin Random House",2020-09-24,,,,,576,,,,,,,,,,,,,2020-10-14,1
book,"Cynical Theories","Helen Pluckrose, James Lindsay",Helen,Pluckrose,9781800750043,1800750048,"'Exposes the surprisingly shallow intellectual roots of the movements that appear to be engulfing our culture' - Steven Pinker Have you heard that language is violence and that science is sexist? Have you read that certain people shouldn't practise yoga or cook Chinese food? Or been told that being obese is healthy, that there is no such thing as biological sex, or that only white people can be racist? In Cynical Theories, Helen Pluckrose and James Lindsay document the evolution and the dogma behind these ideas. While acknowledging the need to challenge the complacency of those who think a just society has been fully achieved, Pluckrose and Lindsay break down how this often-radical activist scholarship does far more harm than good, not least to those marginalised communities it claims to champion. They also detail its alarmingly inconsistent and illiberal ethics. Only through a proper understanding of the evolution of these ideas, they conclude, can those who value science, reason and consistently liberal ethics successfully challenge this harmful and authoritarian orthodoxy - in the academy, in culture and beyond.",Swift,2020-09-01,,,,,352,,,,,,,,,,,,,2020-10-14,1
book,"The Knowledge Machine","Michael Strevens",Michael,Strevens,9780241205778,0241205778,"Rich with tales of discovery from Galileo to general relativity, a stimulating and timely analysis of how science works and why we need it. 'The best introduction to the scientific enterprise that I know. A wonderful and important book' David Wootton, author of The Invention of Science It is only in the last three centuries that the formidable knowledge-making machine we call modern science has transformed our way of life and our vision of the universe - two thousand years after the invention of law, philosophy, drama and mathematics. Why did we take so long to invent science? And how has it proved to be so powerful? The Knowledge Machine gives a radical answer, exploring how science calls on its practitioners to do something apparently irrational: strip away all previous knowledge - such as theological, metaphysical or political beliefs - and channel unprecedented energy into observation and experiment. In times of climate extremes, novel diseases and rapidly advancing technology, Strevens contends that we need more than ever to grasp the inner workings of our knowledge machine. 'A stylish and accessible investigation into the nature of the scientific method' Nigel Warburton, Philosophy Bites 'This elegant book takes us to the heart of the scientific enterprise' David Papineau, King's College London, author of Knowing the Score 'This book is a delight to read, richly illustrated with wonderfully told incidents from the history of natural science' Nancy Cartwright, University of California San Diego","Penguin Books, Limited",2020-10-01,,,,,368,,,,,,,,,,,,,2020-10-14,1
book,"The Spy Who Came in from the Cold (Penguin Modern Classics)","John le Carré",John,Carré,9780141194523,0141194529,"Good: A copy that has been read, but remains in clean condition. All pages are intact, and the cover is intact (including dust cover, if applicable). The spine may show signs of wear. Pages can include limited notes and highlighting, and the copy can include &quot;From the library of&quot; labels.Some of our books may have slightly worn corners, and minor creases to the covers. Please note the cover may sometimes be different to the one shown.","Penguin Classics",2010-07-29,,,,,272,,,,,,,,,,,,,2020-10-14,1
book,"No Rules Rules","Reed Hastings, Erin Meyer",Reed,Hastings,9780753553633,0753553635,"*** Shortlisted for the 2020 Financial Times &amp; McKinsey Business Book of the Year *** It's time to do things differently. Trust your team. Be radically honest. And never, ever try to please your boss. These are some of the ground rules if you work at Netflix. They are part of a unique cultural experiment that explains how the company has transformed itself at lightning speed from a DVD mail order service into a streaming superpower - with 190 million fervent subscribers and a market capitalisation that rivals the likes of Disney. Finally Reed Hastings, Netflix Chairman and CEO, is sharing the secrets that have revolutionised the entertainment and tech industries. With INSEAD business school professor Erin Meyer, he will explore his leadership philosophy - which begins by rejecting the accepted beliefs under which most companies operate - and how it plays out in practice at Netflix. From unlimited holidays to abolishing approvals, Netflix offers a fundamentally different way to run any organisation, one far more in tune with an ever-changing fast-paced world. For anyone interested in creativity, productivity and innovation, the Netflix culture is something close to a holy grail. This book will make it, and its creator, fully accessible for the first time.","Ebury Publishing",2020-09-08,,,,,320,,,,,,,,,,,,,2020-10-14,1
book,"Sustainable Energy - Without the Hot Air","David J.C. MacKay",David,MacKay,9780954452933,0954452933,"Sustainable Energy - Without the Hot Air Addressing the sustainable energy crisis in an objective manner, this enlightening book analyzes the relevant numbers and organizes a plan for change on both a personal level and an international scale--for Europe, the United States, and the world. In case study format, this informative reference answers questions surrounding nuclear energy, the potential of sustainable fossil fuels, and the possi...",UIT,2008-12-01,,,,,384,,,,,,,,,,,,,2020-10-14,1
book,"If Then","Jill Lepore",Jill,Lepore,9781529386158,1529386152,"Shortlisted for the 2020 Financial Times / McKinsey Business Book of the Year Longlisted for the National Book Award 'The story of the original data science hucksters of the 1960s is hilarious, scathing and sobering - what you might get if you crossed Mad Men with Theranos' David Runciman The Simulmatics Corporation, founded in 1959, mined data, targeted voters, accelerated news, manipulated consumers, destabilized politics, and disordered knowledge--decades before Facebook, Google, Amazon, and Cambridge Analytica. Silicon Valley likes to imagine it has no past but the scientists of Simulmatics are the long-dead grandfathers of Mark Zuckerberg and Elon Musk. Borrowing from psychological warfare, they used computers to predict and direct human behavior, deploying their ""People Machine"" from New York, Cambridge, and Saigon for clients that included John Kennedy's presidential campaign, the New York Times, Young &amp; Rubicam, and, during the Vietnam War, the Department of Defence. In If Then, distinguished Harvard historian and New Yorker staff writer, Jill Lepore, unearths from the archives the almost unbelievable story of this long-vanished corporation, and of the women hidden behind it. In the 1950s and 1960s, Lepore argues, Simulmatics invented the future by building the machine in which the world now finds itself trapped and tormented, algorithm by algorithm. 'A person can't help but feel inspired by the riveting intelligence and joyful curiosity of Jill Lepore. Knowing that there is a mind like hers in the world is a hope-inducing thing' George Saunders, Man Booker Prize-winning author of Lincoln in the Bardo 'An authoritative account of the origins of data science, a compelling political narrative of America in the Sixties, a poignant collective biography of a generation of flawed men' David Kynaston 'If Then is simultaneously gripping and absolutely terrifying' Amanda Foreman","Hodder &amp; Stoughton",2020-09-17,,,,,432,,,,,,,,,,,,,2020-11-04,1
book,Purity,"Jonathan Franzen",Jonathan,Franzen,9780007532780,0007532784,,"Fourth Estate",2016-08-02,,,,,576,,,,,,,,,,,,,2020-11-04,1
book,Freedom,"Jonathan Franzen",Jonathan,Franzen,9780007269761,0007269765,Freedom,"Fourth Estate",2011-09-01,,,,,570,,,,,,,,,,,,,2020-11-04,1
book,"The Corrections","Jonathan Franzen",Jonathan,Franzen,9780007232444,0007232446,"The winner of the National Book Award, the New York Times No.1 Bestseller and the worldwide literary sensation, &#039;The Corrections&#039; has established itself as a truly great American novel. It will be repackaged and promoted as part of Perennial&#039;s fiction promotion in 2008.","Harper Perennial",2007-07-02,,,,,672,,,,,,,,,,,,,2020-11-04,1
book,Dune,"Frank Herbert",Frank,Herbert,9780340960196,0340960191,"Originally serialised in Analog during the early 1960s, Dune has sold over 10 million copies, becoming the most successful science fiction novel ever and giving rising to five sequels and a prequel, Prelude to Dune: House Atreides. With Lord of the Rings, 1984 and Catch 22, it is, regardless of whether one normally reads science fiction, a defining novel of the 20th century. Author Frank Herbert always preferred the original magazine illustrations by Hugo Award-winning artist John Schoenherr to those of other artists, and this illustrated edition features 12 colour plates by Schoenherr together with an evocative dust-jacket painting.Dune is epic space opera, a saga of dynastic rivalry rooted in history and ecology, the story of the planet Arrakis 10 000 years from now, and of the conflicts over possession of Melange, a psycho-mutagenic ""spice"" vital to maintaining the galactic Imperium. It is the story of Paul Atreides, the man who would become Dune Messiah, and of the giant sand worms which haunt the desert landscapes. More elaborate and complex than preceding SF, Frank Herbert laid the foundations that made Star Wars and Babylon 5 possible. Dan Simmon's Hyperion and David Zindell's Neverness launched even richer, more dazzling and thrilling galactic epics, but Dune retains its premiere place in the collective imagination. Decades after initial publication it is still the benchmark for popular SF, a book everyone should read, if only to know what everyone else is talking about. --Gary S Dalkin","Hodder Paperbacks",2015-07-16,,,,,592,,,,,,,,,,,,,2020-11-04,1
book,"The Right Stuff","Tom Wolfe",Tom,Wolfe,9781784873714,1784873713,"A wildly vivid and entertaining chronicle of America's manned space program, from the author of The Electric Kool-Aid Acid Test WITH AN INTRODUCTION BY US ASTRONAUT SCOTT KELLY 'What is it' asks Tom Wolfe, 'that makes a man willing to sit on top of an enormous Roman Candleaand wait for someone to light the fuse?' Arrogance? Stupidity? Bravery? Courage? Or, simply, that quality we call 'the right stuff'? A monument to the men who battled to beat the Russians into space, The Right Stuffis a voyage into the mythology of the American space program, and a dizzying dive into the sweat, fear, beauty and danger of being on the white-hot edge of history in the making. 'Tom Wolfe at his very besta Learned, cheeky, risky, touching, tough, compassionate, nostalgic, worshipful, jingoistic...The Right Stuff is superb' - New York Times Book Review","Penguin Random House",2018-06-07,,,,,448,,,,,,,,,,,,,2021-05-14,1
book,"Doom: the Politics of Catastrophe","Niall Ferguson",Niall,Ferguson,9780241488447,0241488443,"'Magisterial ... Immensely readable' Douglas Alexander, Financial Times A compelling history of catastrophes and their consequences, from 'the most brilliant British historian of his generation' (The Times) Disasters are inherently hard to predict. But when catastrophe strikes, we ought to be better prepared than the Romans were when Vesuvius erupted or medieval Italians when the Black Death struck. We have science on our side, after all. Yet the responses of many developed countries to a new pathogen from China were badly bungled. Why? While populist rulers certainly performed poorly in the face of the pandemic, Niall Ferguson argues that more profound pathologies were at work - pathologies already visible in our responses to earlier disasters. Drawing from multiple disciplines, including economics and network science, Doom: The Politics of Catastrophe offers not just a history but a general theory of disaster. As Ferguson shows, governments must learn to become less bureaucratic if we are to avoid the impending doom of irreversible decline. 'Insightful, productively provocative and downright brilliant' New York Times 'Stimulating, thought-provoking ... Readers will find much to relish' Martin Bentham, Evening Standard","Penguin Books, Limited",2021-05-06,,,,,496,,,,,,,,,,,,,2021-05-14,1
book,"Amazon Unbound","Brad Stone",Brad,Stone,9781398500969,1398500968,"From the bestselling author of The Everything Store, an unvarnished picture of Amazon's unprecedented growth and its billionaire founder, Jeff Bezos, revealing the most important business story of our time. With the publication of The Everything Store in 2013, Bloomberg journalist Brad Stone revealed how the unlikely Seattle start-up Amazon became an unexpected king of ecommerce. Since then, its founder has led Amazon to explosive growth in both size and wealth. In less than ten years, Amazon has quintupled the size of its workforce and increased its valuation to well over a trillion dollars. Whereas Amazon used to sell only books, there is now little they don't sell, becoming the world's largest online retailer and pushing into other markets at warp speed. Between Amazon's forty subsidiaries - like Whole Foods Market, Amazon Studios in Hollywood, websites like Goodreads and IMDb, and Amazon Web Services cloud software unit, plus Bezos's purchase of the Washington Post - it's almost impossible to go a day without encountering their goods. Amazon provides us opportunities to shop, entertain, inform, communicate, store and, one day, maybe even travel to the moon. We live in a world run, supplied and controlled by Amazon. In Amazon Unbound, Stone offers the must-read follow-up to his bestseller The Everything Store, detailing the seismic changes that have taken place at Amazon over the past decade as it became one of the most powerful and feared companies in the global economy, led by one of the most powerful and feared leaders in business. He shows the acquisitions and innovations that have propelled Amazon's unprecedented growth, and the turn in public sentiment that criticises Amazon's monopolistic practices. As he charts the company's meteoric rise, Stone probes the evolution of Jeff Bezos - who started as a geeky entrepreneur but who transformed to become a fit, famed, disciplined billionaire, a man who runs Amazon with an iron fist but finds his personal life splashed over the tabloids. Definitive, timely and revelatory, Stone has provided an unvarnished portrait of a man and company that we couldn't imagine modern life without.","Simon &amp; Schuster, Limited",2021-05-11,,,,,496,,,,,,,,,,,,,2021-05-14,1
book,"Why Nuclear Power Has Been a Flop","Jack Devanney",Jack,Devanney,9781098308964,1098308964,"This book is a collection of essays focused on the Gordian knot of our time, the closely coupled problems of energy poverty for billions of humans, and global warming for all humans. The central thesis of the book in that nuclear power is not only the only solution, it is a highly desirable solution, cheaper, safer, less intrusive on nature than all the alternatives.",BookBaby,2020-11-11,,,,,206,,,,,,,,,,,,,2021-05-14,1
book,Truman,"David McCullough",David,McCullough,9780671869205,0671869205,"This biography of Harry Truman presents a picture of an extraordinary American President. Drawing archival material and interviews, McCullough chronicles Truman&#039;s boyhood, his entry into politics and his emergence as President. This book won the Pulitzer Prize for Biography in 1993.","Simon & Schuster",1993-10-28,,,,,1117,,,,,,,,,,,,,2021-05-14,1
book,"Tree of Smoke","Denis Johnson",Denis,Johnson,9780330449212,0330449214,"A dark, indelible epic about the other side of the American Dream",Picador,2008-08-01,,,,,624,,,,,,,,,,,,,2021-05-14,1
book,"When Genius Failed: The Rise and Fall of Long Term Capital Management","Roger Lowenstein",Roger,Lowenstein,9781841155043,1841155047,"Good: A copy that has been read, but remains in clean condition. All pages are intact, and the cover is intact (including dust cover, if applicable). The spine may show signs of wear. Pages can include limited notes and highlighting, and the copy can include ""From the library of"" labels.Some of our books may have slightly worn corners, and minor creases to the covers. Please note the cover may sometimes be different to the one shown.","Fourth Estate",2002-01-02,,,,,288,,,,,,,,,,,,,2021-05-14,1
book,Grant,"Ron Chernow",Ron,Chernow,9781788541596,1788541596,,"Head of Zeus",2017-11-02,,,,,1056,,,,,,,,,,,,,2021-05-14,1
book,"How to Make the World Add Up","Tim Harford",Tim,Harford,9781408712245,1408712245,"'If you aren't in love with stats before reading this book, you will be by the time you're done. Powerful, persuasive, and in these truth-defying times, indispensable'Caroline Criado Perez, author of Invisible Women'Nobody makes the statistics of everyday life more fascinating and enjoyable than Tim Harford'Bill Bryson'Fabulously readable, lucid, witty and authoritative . . . Every politician and journalist should be made to read this book, but everyone else will get so much pleasure and draw so much strength from the joyful way it dispels the clouds of deceit and delusion' Stephen Fry'Wise, humane and, above all, illuminating. Nobody is better on statistics and numbers - and how to make sense of them'Matthew SyedWhen was the last time you read a grand statement, accompanied by a large number, and wondered whether it could really be true? Statistics are vital in helping us tell stories - we see them in the papers, on social media, and we hear them used in everyday conversation - and yet we doubt them more than ever.But numbers - in the right hands - have the power to change the world for the better. Contrary to popular belief, good statistics are not a trick, although they are a kind of magic. Good statistics are not smoke and mirrors; in fact, they help us see more clearly. Good statistics are like a telescope for an astronomer, a microscope for a bacteriologist, or an X-ray for a radiologist. If we are willing to let them, good statistics help us see things about the world around us and about ourselves - both large and small - that we would not be able to see in any other way.In How to Make the World Add Up, Tim Harford draws on his experience as both an economist and presenter of the BBC's radio show 'More or Less'. He takes us deep into the world of disinformation and obfuscation, bad research and misplaced motivation to find those priceless jewels of data and analysis that make communicating with numbers worthwhile. Harford's characters range from the art forger who conned the Nazis to the stripper who fell in love with the most powerful congressman in Washington, to famous data detectives such as John Maynard Keynes, Daniel Kahneman and Florence Nightingale. He reveals how we can evaluate the claims that surround us with confidence, curiosity and a healthy level of scepticism.Using ten simple rules for understanding numbers - plus one golden rule - this extraordinarily insightful book shows how if we keep our wits about us, thinking carefully about the way numbers are sourced and presented, we can look around us and see with crystal clarity how the world adds up.","Little, Brown Book Group Limited",2020-09-17,,,,,304,,,,,,,,,,,,,2021-05-14,1
book,"The Immortalists","David M. Friedman",David,Friedman,9781906217488,1906217483,"David Friedman tells the story of celebrity aviator Charles Lindbergh and Nobel Prize-winning surgeon Alexis Carrel's five-year-long quest to build a machine that could keep organs alive outside the body.","JR Books Limited",2008-06-01,,,,,352,,,,,,,,,,,,,2021-05-14,1
book,"Architect of Prosperity",MONNERY,MONNERY,MONNERY,9781907994692,1907994696,"This is a book about Sir John Cowperthwaite, the man Nobel winning economist Milton Friedman identified as being behind Hong Kong's remarkable post-war economic transformation. Despite there being some articles about him and effusive obituaries, until now there has been no published biographies of Cowperthwaite. This is a unique story of dogged free market economics coupled with post-war British public administration and the true frit and ingenuity of the Chinese people. Were thee policies unique to a time and place, or are there lessons that we can draw from Cowperthwaite and from Hong Kong's success? Book jacket.","London Publishing Partnership",2017-06-30,,,,,320,,,,,,,,,,,,,2021-05-14,1
book,Liftoff,"Eric Berger",Eric,Berger,9780008445621,0008445621,"'Just read it.' Elon Musk The dramatic inside story of the first four historic flights that launched SpaceX--and Elon Musk--from a shaky startup into the world's leading edge rocket company. SpaceX has enjoyed a miraculous decade. Less than 20 years after its founding, it boasts the largest constellation of commercial satellites in orbit, has pioneered reusable rockets, and in 2020 became the first private company to launch human beings into orbit. Half a century after the space race SpaceX is pushing forward into the cosmos, laying the foundation for our exploration of other worlds. But before it became one of the most powerful players in the aerospace industry, SpaceX was a fledgling startup, scrambling to develop a single workable rocket before the money ran dry. The engineering challenge was immense; numerous other private companies had failed similar attempts. And even if SpaceX succeeded, they would then have to compete for government contracts with titans such as Lockheed Martin and Boeing, who had tens of thousands of employees and tens of billions of dollars in annual revenue. SpaceX had fewer than 200 employees and the relative pittance of $100 million in the bank. In Liftoff, Eric Berger takes readers inside the wild early days that made SpaceX. Focusing on the company's first four launches of the Falcon 1 rocket, he charts the bumpy journey from scrappy underdog to aerospace pioneer. drawing upon exclusive interviews with dozens of former and current engineers, designers, mechanics, and executives, including Elon Musk. The enigmatic Musk, who founded the company with the dream of one day settling Mars, is the fuel that propels the book, with his daring vision for the future of space.","HarperCollins Publishers Limited",2021-03-04,,,,,288,,,,,,,,,,,,,2021-05-14,1
